ID,Nombre,Descripcion,Tipo
51,Notas y/o Observaciones,,Texto simple
52,ITEM,,Número
52,NÚMERO DE CONTRATO,,Texto simple
52,FECHA SUSCRIPCIÓN CONTRATO,,Fecha y hora
52,CARGO DEL ORDENADOR DEL GASTO O SU DELEGADO,,Texto simple
52,CANTIDAD DE VECES REGISTRADO EN EL SIRECI,,Texto simple
52,OBJETO DEL CONTRATO,,Texto simple
52,MODALIDAD DE SELECCIÓN,,Texto simple
52,CLASE DE CONTRATO,,Texto simple
52,CÓDIGO - SECOP,,Texto simple
52,CONTRATISTA : NATURALEZA,,Texto simple
52,CONTRATISTA : NOMBRE COMPLETO,,Texto simple
52,GARANTÍAS : RIESGOS ASEGURADOS,,Texto simple
52,GARANTÍAS : FECHA DE EXPEDICIÓN DE GARANTÍAS,,Fecha y hora
52,TIPO DE SEGUIMIENTO,,Texto simple
52,SUPERVISOR : TIPO IDENTIFICACIÓN,,Texto simple
52,SUPERVISOR : NÚMERO DE CÉDULA o RUT,,Número
52,SUPERVISOR : NOMBRE COMPLETO,,Texto simple
52,PLAZO DEL CONTRATO,,Número
52,ADICIONES,,Texto simple
52,FECHA INICIO CONTRATO,,Fecha y hora
52,FECHA TERMINACIÓN CONTRATO,,Fecha y hora
52,PORCENTAJE DE AVANCE FÍSICO REAL,,Número
53,NUMERO DE PROCESO,,Número
53,MODALIDAD DE SELECCIÓN,,Texto simple
53,ABOGADO,,Texto simple
53,FINANCIERO,,Texto simple
53,FECHA,,Texto simple
53,VALOR CERTIFICADO DISPONIBLIDAD PUBLICA (CDP),,Número
53,PLAZO DE EJECUCIÓN,,Fecha y hora
53,OBJETO DEL CONTRATO,,Texto simple
53,LINK SECOP II,,Texto simple
54,The geom,Hace referencia a la geometría del conjunto de datos.,Multipolígono
54,Municipio,Nombre del municipio.,Texto simple
54,Departamento,Nombre del departamento.,Texto simple
54,Código Departamento,Código Dane del departamento.,Texto simple
54,Código Dane Municipio,Código Dane del municipio.,Texto simple
54,Área (ha),Área en hectáreas de los polígonos clasificados.,Número
54,Consecutivo,Identificador único de cada registro.,Número
55,UNSPSC,,Texto simple
55,Description,,Texto simple
55,Fecha Estimada de Inicio,,Texto simple
55,Fecha Estimada de Presentacion de Oferta,,Texto simple
55,Duracion del Contrato(numero),,Número
55,Duracion del Contrato Meses,,Texto simple
55,Modalidad de Seleccion,,Texto simple
55,Fuente de los Recursos,,Texto simple
55,Valor Estimado,,Texto simple
55,Valor Estimado Vigencia Actual,,Texto simple
55,Future budget required?,,Casilla
55,Vigencias Futuras,,Texto simple
55,Estado de Vigencias futuras,,Texto simple
55,ubicacion,,Texto simple
55,Responsable name,,Texto simple
55,telefono,,Número
55,Responsable email,,Texto simple
56,Código UNSPSC,,Texto simple
56,Descripción,,Texto simple
56,Fecha de inicio de proceso (mes),,Texto simple
56,Fecha estimada de presentación de ofertas (mes),,Texto simple
56,Duración del contrato,,Texto simple
56,Modalidad de selección,,Texto simple
56,Fuente de los recursos,,Texto simple
56,Valor total estimado,,Número
56,Valor estimado en la vigencia actual,,Número
56,vigencias futuras?,,Texto simple
57,SERIE DOCUMENTAL (S),Serie documental a la que pertenece el activo de información según las Tablas de Retención Documental – TRD,Texto simple
57,Subserie documental (Sd),Subserie documental a la que pertenece el activo de información según las Tablas de Retención Documental – TRD,Texto simple
57,Nombre o título de la categoría de información / Tipo documental,Término con que se da a conocer el nombre o asunto de la información,Texto simple
57,Descripción del contenido la categoría de la información,Define brevemente de qué se trata la información,Texto simple
57,Idioma,"Establece el idioma, lengua o dialecto en que se encuentra la información",Texto simple
57,Medio de conservación y/o soporte,"Establece el soporte en el que se encuentra la información: Documento físico, medio electrónico o por algún otro tipo de formato audio visual entre otros",Texto simple
57,Formato,"Identifica la forma, tamaño o modo en la que se presenta la información o se permite su visualización o consulta, tales como: hoja de cálculo, imagen, audio, video, documento de texto, etc.",Texto simple
57,Información publicada o disponible para ser solicitada,"Indica si la información está publicada o disponible para ser solicitada, señalando dónde está publicada y/o dónde se puede consultar o solicitar",Texto simple
57,Lugar de consulta,"Indica el lugar donde se encuentra publicado o puede ser consultado el documento, tales como lugar en el sitio WEB y otro medio en donde se puede descargar y/o acceder a la información cuyo contenido se describe",Texto simple
57,Nombre del responsable de la producción de información,"Corresponde al nombre del área, dependencia o unidad interna, o al nombre de la entidad externa que creo la información",Texto simple
57,Frecuencia de actualización,"Identifica la periodicidad o el segmento de tiempo en el que se debe actualizar la información, de acuerdo a su naturaleza y a la normativa aplicable",Texto simple
57,Nombre del responsable o custodia de la información,"Corresponde al nombre del área, dependencia o unidad encargada de la custodia o control de la información para efectos de permitir su acceso.",Texto simple
57,Info pública (Marque con una X),"Es toda información que un sujeto obligado genere, obtenga, adquiera, o controle en su calidad de tal. Art 6 ley 1712 de 2014",Texto simple
57,Info pública reservada (Marque con una X),"Es aquella información que estando en poder o custodia de un sujeto obligado en su calidad de tal, es exceptuada de acceso a la ciudadanía por daño a intereses públicos y bajo cumplimiento de la totalidad de los requisitos consagrados en el artículo 19 de la Ley 1712 de 2014. Su acceso podrá ser rechazado o denegado de manera motivada y por escrito en las siguientes circunstancias, siempre que dicho acceso estuviere expresamente prohibido por una norma legal o constitucional: a) La defensa y seguridad nacional b) La seguridad pública c) Las relaciones internacionales d) La prevención, investigación y persecución de los delitos y las faltas disciplinarias, mientras que no se haga efectiva la medida de aseguramiento o se formule pliego de cargos, según el caso e) El debido proceso y la igualdad de las partes en los procesos judiciales f) La administración efectiva de la justicia g) Los derechos de la infancia y la adolescencia h) La estabilidad macroeconómica y financiera del país i) La salud pública",Texto simple
57,Info pública clasificada (Marque con una X),"Es aquella información que estando en poder o custodia de un sujeto obligado en su calidad de tal, pertenece al ámbito propio, particular y privado o semiprivado de una persona natural o jurídica por lo que su acceso podrá ser negado o exceptuado, siempre que se trate de las circunstancias legítimas y necesarias y los derechos particulares o privados consagrados en el artículo 18 de la Ley 1712 de 2014. Su acceso podrá ser rechazado o denegado de manera motivada y por escrito, siempre que el acceso pudiere causar un daño a los siguientes derechos: a) El derecho de toda persona a la intimidad, bajo las limitaciones propias que impone la condición de servidor público, en concordancia con lo estipulado por el artículo 24 de la Ley 1437 de 2011. b) El derecho de toda persona a la vida, la salud o la seguridad c) los secretos comerciales, industriales y profesionales, así como los estipulados en el parágrafo 77 de la ley 1474 de 2011 Estas excepciones tienen una duración ilimitada y no deberán aplicarse cuando la persona natural o jurídica ha consentido en la revelación de sus datos personales o privados o bien cuando es claro que la información fue entregada como parte de aquella información que debe estar bajo el régimen de publicidad aplicable.",Texto simple
57,Objetivo legítimo de la excepción,"La identificación de la excepción que, dentro de las previstas en los artículos 18 y 19 de la Ley 1712 de 2014, cobija la calificación de información reservada o clasificada",Texto simple
57,Fundamento constitucional o legal,"Indica el fundamento constitucional o legal que justifican la clasificación o la reserva, señalando expresamente la norma, artículo, inciso o párrafo que la ampara.",Texto simple
57,Fundamento jurídico de excepción,Mención de la norma jurídica que sirve como fundamento jurídico para la clasificación o reserva de la información.,Texto simple
57,Excepción total o parcial,"Según sea integral o parcial la calificación, las partes o secciones clasificadas o reservadas.",Texto simple
57,Confidencialidad,"Para la calificación en esta columna se deben tener en cuenta los siguientes criterios: a) Información Pública Reservada: Información disponible sólo para un proceso de la entidad y que en caso de ser conocida por terceros sin autorización puede conllevar un impacto negativo de índole legal, operativa, de pérdida de imagen o económica. b) Información Pública Reservada: Información disponible para todos los procesos de la entidad y que en caso de ser conocida por terceros sin autorización puede conllevar un impacto negativo para los procesos de la misma. Esta información es propia de la entidad o de terceros y puede ser utilizada por todos los funcionarios de la entidad para realizar labores propias de los procesos, pero no puede ser conocida por terceros sin autorización del propietario. c) Información Pública: Información que puede ser entregada o publicada sin restricciones a cualquier persona dentro y fuera de la entidad, sin que esto implique daños a terceros ni a las actividades y procesos de la entidad.",Texto simple
57,Integridad,"Seleccione de la lista Alta, Media o Baja teniendo en cuenta el impacto que ocasionaría en la entidad la pérdida de la exactitud y/o completitud de la información que contiene el activo, acorde con los siguientes criterios: a) Alta: La pérdida de la exactitud y completitud de la información tiene un impacto negativo muy alto, de índole legal o económico, retrasar sus funciones, o generar pérdidas de imagen severas de la entidad. b) Media: La pérdida de la exactitud y completitud de la información puede conllevar un impacto negativo de índole legal o económico, retrasar sus funciones, o generar pérdida de imagen moderado a funcionarios de la entidad. c) Baja: La pérdida de la exactitud y completitud de la información conlleva un impacto no significativo para la entidad o entes externos",Texto simple
57,Disponibilidad,"Seleccione de la lista Alta, Media o Baja teniendo en cuenta el impacto que generaría en la entidad que la información del activo no esté disponible para los usuarios, delegadas, oficinas y/o procesos autorizados en el momento que la requieran, acorde con los siguientes criterios: a) Alta: La no disponibilidad de la información puede conllevar un impacto negativo de índole legal o económica, retrasar sus funciones, o generar pérdidas de imagen severas a entes externos. b) Media: La no disponibilidad de la información puede conllevar un impacto negativo de índole legal o económico, retrasar sus funciones, o generar pérdida de imagen moderado de la entidad. c) Baja: La no disponibilidad de la información puede afectar la operación normal de la entidad o entes externos, pero no conlleva implicaciones legales, económicas o de pérdida de imagen.",Texto simple
57,Fecha de la calificación,La fecha de la calificación de la información como reservada o clasificada,Texto simple
57,Plazo de la calificación o reserva,El tiempo que cobija la clasificación o reserva,Texto simple
58,Macroproceso,Macroproceso de la Entidad al que pertenece el activo de información.,Texto simple
58,Proceso,Proceso de la Entidad al que pertenece el activo de información.,Texto simple
58,Codigo Sistema de Gestión Documental,Relacionar el código con el que se encuentra registrado en el sistema de gestión documental,Texto simple
58,Identificador,Consecutivo del activo de información. Identificador Único.,Texto simple
58,Tipo de Activo,"""Define el tipo de Activo de Informacion: * Información y datos de la entidad: Corresponden a este tipo datos e información almacenada o procesada física o electrónicamente tales como: bases y archivos de datos, contratos, documentación del sistema, investigaciones, acuerdos de confidencialidad, manuales de usuario, procedimientos operativos o de soporte, planes para la continuidad del negocio, acuerdos sobre retiro y pruebas de auditoría, entre otros * Sistemas de información y aplicaciones de Software: Software de aplicación, interfaces, software del sistema, herramientas de desarrollo y otras utilidades relacionadas * Dispositivos de Tecnologías de información- Hardware: Equipos de cómputo que por su criticidad son considerados activos de información, no sólo activos fijos. * Soporte para almacenamiento de información: Equipo para almacenamiento de información como USB, Discos Duros, CDs, SAN, NAS. * Servicios: Servicios de computación y comunicaciones, tales como Internet, páginas de consulta, directorios compartidos e Intranet""",Texto simple
58,Oficina,"Area, dependencia o proceso que esta identificando el activo de información",Texto simple
58,Serie Documental,"Serie documental del area, dependencia o proceso que se encuentra identificando el Activo",Texto simple
58,Subserie Documental,"Subserie documental del area, dependencia o proceso que se encuentra identificando el Activo",Texto simple
58,Nombre del activo,Nombre completo del activo de información,Texto simple
58,Descripción del activo,Descripción resumida de manera clara para identificar el activo de información,Texto simple
58,Nombre del Responsable de la producción de la información (Propietario del Activo),"Nombre del area, dependencia, proceso responsable de producir el activo de información",Texto simple
58,Fecha de Generación de la Información,Fecha en la que el activo de información fue incluido en el inventario - TRD,Texto simple
58,Nombre del Responsable de la Información (Custodio del Activo),"Corresponde al nombre del area, proceso o dependencia encargada en la Entidad de la custodia o control de la información o implementación de controles de protección",Texto simple
58,Fecha de Ingreso del Activo al archivo,Fecha en la que el activo ingresa al archivo de gestión,Texto simple
58,Soporte de Registro,"De acuerdo con el Decreto 2609 de 2012: Fisico (análogo), Digital (electrónico). Este campo se dilgencia si el Tipo de activo es ""Información"" , para el resto de tipos de activos se debe seleccionar N/A.",Texto simple
58,Medio de Conservación,"De acuerdo con el Decreto 2609 de 2012: Archivo Institucional. Es la instancia administrativa de custodiar, organizar y proteger",Texto simple
58,Formato,"Identifica la forma, tamaño o modo en la que se presenta la información o se permite su visualización o consulta, tales como: Hoja de calculo, imagen, audio, video, documento de texto, etc.",Texto simple
58,Idioma,"Establece el idioma, lengua o dialecto en que se encuentra la información",Texto simple
58,Confidencialidad,"La confidencialidad se refiere a que la información no esté disponible ni sea revelada a individuos, Entidades o procesos no autorizados, esta se define de acuerdo con las características de los activos que tiene la Entidad y se encuentran alineadas con los tipos de información declarados en la Ley 1712 de 2014.",Texto simple
58,C,Calificación de la Confidencialidad,Texto simple
58,Integridad,"Se refiere a la exactitud y completitud de la información, esta propiedad es la que permite que la información sea precisa, coherente y completa desde su creación hasta su destrucción.",Texto simple
58,I,Calificación de la Integridad,Texto simple
58,Disponibilidad,"Es la propiedad de la información que se refiere a que esta debe ser accesible y utilizable por solicitud de una persona, Entidad o proceso autorizada cuando así lo requiera esta, en el momento y en la forma que se requiere ahora y en el futuro.",Texto simple
58,D,Calificación de la Disponibilidad,Texto simple
58,Criticidad del Activo,"Es un cálculo automático que determina el valor general del activo, de acuerdo con la clasificación de la información (Alto - Media - baja)",Texto simple
58,Información Publicada,"""Publicada: Si la información es publica y se puede consultar en un sitio web ( interno o externo) o un sistema de información del Estado. * Publicada ( Interno - Intranet), * Publicada ( Externo - Internet) No Publicada: Si la información se encuentra en la Entidad pero no se encuentra en un sistema de información o sitio web""",Texto simple
58,Lugar de Consulta o Ubicación,"Indica la URL, sitio web o sistema de información donde puede ser consultada la información si esta se encuentra pública, el lugar de consulta si no está publicada o ubicación física.",Texto simple
58,Objeto legitimo de la Excepción,"La identificación de la excepción que, dentro de las previstas en los artículos 18 y 19 de la Ley 1712 de 2014, cobija la calificación de información reservada o clasificada. Si la respuesta es NO se debe marcar no aplica (N/A) en los demás campos sobe el índice de información clasificada y reservada.",Texto simple
58,Fundamento Constitucional o Legal,"Indica el fundamento constitucional o legal que justífica la clasificación o la reserva, señalando expresamente la norma, articulo, inciso o párrafo que la ampara.",Texto simple
58,Fundamento Juridico de la Excepción,Indica la norma jurídica que sirve como fundamento jurídico para la clasificación o reserva de la información,Texto simple
58,Excepción Total o Parcial,"Según sea integral o parcial la calificación, las partes o secciones clasificadas o reservadas. Indicar si la totalidad del documento es clasificado o reservado o si solo una parte corresponde a esta calificación",Texto simple
58,Fecha de Clasificación (DD/MM/AAAA),Fecha en que se calificó́ la información como reservada o clasificada,Texto simple
58,Tiempo de Clasificación,"Tiempo que cobija la clasificación o reserva. La clasificación es ilimitada en años, la reserva solo puede durar como máximo por 15 años desde la creación del documento.",Texto simple
58,¿Contiene datos personales?,¿El activo de información contiene datos personales? SI - NO,Texto simple
58,"¿Contiene Datos personales de niños, niñas o adolescentes?","Son los datos personales de los niños, niñas y adolescentes, cuyo tratamiento está prohibido, salvo que se trate de datos de naturaleza pública. Ej. Registro civil",Texto simple
58,Tipo de Datos Personales,"""Si cuenta con datos personales seleccione el tipo, en caso contrario seleccione N/A: * Dato personal público: Toda información personal que es de conocimiento libre y abierto para el publico en general. Ejemplo: Núnero de identificación apellidos. * Dato personal privado: Toda información personal que tiene un conocimiento restringido, y en principio privado para el público en general. Ejemplo: Dirección de residencia y Nº teléfono. * Dato semiprivado: Es semiprivado el dato que no tiene naturaleza íntima, reservada ni pública y cuyo conocimiento o divulgación puede interesar no solo a su titular sino a cierto sector y grupo de personas. Ejemplo: Fecha y lugar de nacimiento.""",Texto simple
58,Finalidad de la Recolección de los Datos Personales,"La finalidad de la recolección justífica por la cual el dato es capturado, almacenado y mantenido en la Entidad.",Texto simple
58,Existe la Autorización para el Tratamiento de los Datos Personales,Seleccionar si se cuenta o no con la autorización de la recolección y tratamiento,Texto simple
59,CODIGO,sistema convencional establecido por la entidad que identifica las oficinas productoras,Número
59,NOMBRE DE LA SECCIÓN / SUBSECCION,Nombre de la unidad administrativa que produce y conserva la documentación,Texto simple
59,CODIGO 1,sistema convencional establecido por la entidad que identifica las series documentales,Número
59,SERIE,"Conjunto de unidades documentales de estructura y contenido homogéneo, emanados de un mismo órgano o sujeto productor como consecuencia del ejercicio de sus funciones especificas.",Texto simple
59,CODIGO 2,sistema convencional establecido por la entidad que identifica las subseries documentales,Número
59,SUBSERIE,Conjunto de unidades documentales que forman parte de una serie y se jerarquizan e identifican en forma separada del conjunto de la serie por lo tipos documentales que varían de acuerdo con el trámite.,Texto simple
59,TIEMPO DE RETENCION EN AÑOS ARCHIVO GESTION,Plazo en términos de tiempo en que los documentos deben permanecer en el archivo de gestión,Número
59,TIEMPO DE RETENCION EN AÑOS ARCHIVO CENTRAL,Plazo en términos de tiempo en que los documentos deben permanecer en el archivo central,Número
59,CONSERVACION TOTAL,"Disposición final que se aplica a aquellos documentos que tienen valor permanente, es decir, los que lo tienen por disposición legal o los que por su contenido informan sobre el origen, desarrollo, estructura, procedimientos y políticas de la entidad productora",Texto simple
59,ELIMINACION,"Destrucción de los documentos que han perdido su valor administrativo, jurídico, legal, fiscal o contables y que no tiene valor histórico",Texto simple
59,MICROFILMACION/DIGITALIZACION,Técnica de preservación de los documentos a largo plazo,Texto simple
59,SELECCIÓN,Proceso mediante el cual se determina la conseración de la documentación por medio de muestreo,Texto simple
60,CodigoSigep,,Número
60,ano,,Número
60,Entidad,,Texto simple
60,Tipo de Informe,,Texto simple
60,Orden,,Texto simple
60,Sub orden,,Texto simple
60,Clasificacion Organica,,Texto simple
60,Naturaleza Juridica,,Texto simple
60,Departamento,,Texto simple
60,Municipio,,Texto simple
60,Categoria municipal,,Texto simple
60,Cluster municipal,,Texto simple
60,Grupo par,,Texto simple
60,Municipios PDET,,Texto simple
60,indice de Desempeno Institucional,,Número
60,D1 Talento Humano,,Número
60,D2Direccionamiento Estrategico y Planeacion,,Número
60,D3 Gestion para Resultados con Valores,,Número
60,D4 Evaluacion de Resultados,,Número
60,D5 Informacion y Comunicacion,,Número
60,D6 Gestion del Conocimiento,,Número
60,D7 Control Interno,,Número
60,POLiTICA 1 Gestion Estrategica del Talento Humano,,Número
60,POLiTICA 2 Integridad,,Número
60,POLiTICA 3 Planeacion Institucional,,Número
60,POLiTICA 4 Gestion Presupuestal y Eficiencia del Gasto Publico,,Número
60,POLiTICA 5 Fortalecimiento Organizacional y Simplificacion de Procesos,,Número
60,POLiTICA 6 Gobierno Digital,,Número
60,POLiTICA 7 Seguridad Digital,,Número
60,POLiTICA 8 Defensa Juridica,,Número
60,"POLiTICA 9 Transparencia, Acceso a la Informacion y lucha contra la Corrupcion",,Número
60,POLiTICA 10 Servicio al ciudadano,,Número
60,POLiTICA 11 Racionalizacion de Tramites,,Número
60,POLiTICA 12 Participacion Ciudadana en la Gestion Publica,,Número
60,POLiTICA 13 Seguimiento y Evaluacion del Desempeno Institucional,,Número
60,POLiTICA 14 Gestion Documental,,Número
60,POLiTICA 15 Gestion del Conocimiento,,Número
60,POLiTICA 16 Control Interno,,Número
60,POLiTICA 17 Mejora Normativa,,Número
60,POLiTICA 18 Gestion de la Informacion Estadistica,,Número
60,I01TALENTO HUMANO Calidad de la planeacion estrategica del talento humano,,Número
60,I02TALENTO HUMANO Eficiencia y eficacia de la seleccion meritocratica del talent,,Número
60,I03TALENTO HUMANO Desarrollo y bienestar del talento humano en la entidad,,Número
60,I04TALENTO HUMANO Desvinculación asistida y retención del conocimiento generado por el talento humano,,Número
60,I05INTEGRIDAD Cambio cultural basado en la implementación del código de integridad del servicio público,,Número
60,I06INTEGRIDAD Gestión adecuada de conflictos de interés y declaración oportuna de bienes y rentas,,Número
60,I07INTEGRIDAD Coherencia entre la gestion de riesgos con el control y sancion,,Número
60,I08PLANEACIoN Planeacion basada en evidencias,,Número
60,I09PLANEACIoN Enfoque en la satisfaccion ciudadana,,Número
60,I10PLANEACIoN Formulacion de la politica de administracion del riesgo,,Número
60,I11PLANEACIoN Planeacion participativa,,Número
60,"I12PLANEACIoN Identificacion de mecanismos para el seguimiento, control y evalua",,Número
60,I81FORTALECIMIENTO ORGANIZACIONAL Eficacia Organizacional,,Número
60,I17FORTALECIMIENTO ORGANIZACIONAL Gestión óptima de los bienes y servicios de apoyo,,Número
60,I18GOBIERNO DIGITAL Empoderamiento de los ciudadanos mediante un Estado abierto,,Número
60,I19GOBIERNO DIGITAL Servicios Digitales de Confianza y Calidad,,Número
60,I20GOBIERNO DIGITAL Fortalecimiento de la Arquitectura Empresarial y de la Gestión de TI,,Número
60,I21GOBIERNO DIGITAL Fortalecimiento de la Seguridad y Privacidad de la Información,,Número
60,I82 GOBIERNO DIGITAL Procesos seguros y eficientes,,Número
60,I83 GOBIERNO DIGITAL Toma de decisiones basadas en datos,,Número
60,I84 GOBIERNO DIGITAL Impulso en el desarrollo de territorios y ciudades inteligentes,,Número
60,I85 GOBIERNO DIGITAL Uso y apropiacion de los Servicios Ciudadanos Digitales,,Número
60,I22DEFENSA JURiDICA Prevencion del Dano Antijuridico,,Número
60,I24DEFENSA JURiDICA Gestion de los procesos judiciales,,Número
60,I27DEFENSA JURiDICA Capacidad institucional para ejercer la defensa juridica,,Número
60,I28DEFENSA JURiDICA Informacion estrategica para la toma de decisiones,,Número
60,I29TRANSPARENCIA Formulacion y Seguimiento al Plan Anticorrupcion,,Número
60,"I30TRANSPARENCIA Promocion de la Transparencia, la Integridad y la Lucha Contra",,Número
60,I31TRANSPARENCIA Gestion de Riesgos de Corrupcion,,Número
60,I104 TRANSPARENCIA Linea estrategica de riesgos de corrupcion,,Número
60,I105 TRANSPARENCIA Monitoreo y Seguimiento a los riesgos,,Número
60,I32TRANSPARENCIA indice de Transparencia y Acceso a la Informacion Publica,,Número
60,I33TRANSPARENCIA Divulgacion proactiva de la informacion,,Número
60,"I34TRANSPARENCIA Atención apropiada a trámites, peticiones, quejas, reclamos, solicitudes y denuncias de la ciudadanía",,Número
60,I35TRANSPARENCIA Sistema de seguimiento al acceso a la información pública en funcionamiento,,Número
60,I36TRANSPARENCIA Lineamientos para el manejo y la seguridad de la información pública implementados,,Número
60,I37TRANSPARENCIA Institucionalización efectiva de la Política de Transparencia y acceso a la información pública,,Número
60,I38TRANSPARENCIA Gestión documental para el acceso a la información pública implementada,,Número
60,I40TRANSPARENCIA Criterios diferenciales de accesibilidad a la información pública aplicados,,Número
60,I99SERVICIO AL CIUDADANO Planeacion estrategica del servicio al ciudadano,,Número
60,I100SERVICIO AL CIUDADANO Fortalecimiento del talento humano al servicio del ciudadano,,Número
60,I101SERVICIO AL CIUDADANO Gestion del relacionamiento con los ciudadanos,,Número
60,I102SERVICIO AL CIUDADANO Conocimiento al servicio del ciudadano,,Número
60,I103SERVICIO AL CIUDADANO Evaluación de gestión y medición de la percepción ciudadana,,Número
60,I48RACIONALIZACIÓN DE TRÁMITES Identificación de los trámites a partir de los productos o servicios que ofrece la entidad,,Número
60,I49RACIONALIZACIÓN DE TRÁMITES Priorización de trámites con base en las necesidades y expectativas de los ciudadanos,,Número
60,I50RACIONALIZACIÓN DE TRÁMITES Trámites racionalizados y recursos tenidos en cuenta para mejorarlos,,Número
60,I51RACIONALIZACIÓN DE TRÁMITES Beneficios de las acciones de racionalización adelantadas,,Número
60,I52PARTICIPACIÓN CIUDADANA Condiciones institucionales idóneas para la promoción de la participación,,Número
60,I53PARTICIPACIÓN CIUDADANA Grado involucramiento de ciudadanos y grupos de interés,,Número
60,I54PARTICIPACIÓN CIUDADANA Calidad de la participación ciudadana en la gestión pública,,Número
60,I55PARTICIPACIÓN CIUDADANA Eficacia de la participación ciudadana para mejorar la gestión institucional,,Número
60,I56PARTICIPACIÓN CIUDADANA Índice de Rendición de Cuentas en la Gestión Pública,,Número
60,I57PARTICIPACIÓN CIUDADANA Condiciones institucionales idóneas para la rendición de cuentas permanente,,Número
60,I58PARTICIPACIÓN CIUDADANA Información basada en resultados de gestión y en avance en garantía de derechos,,Número
60,I59PARTICIPACIÓN CIUDADANA Diálogo permanente e incluyente en diversos espacios,,Número
60,I60PARTICIPACIÓN CIUDADANA Responsabilidad por resultados,,Número
60,I61EVALUACIÓN DE RESULTADOS Mecanismos efectivos de seguimiento y evaluación,,Número
60,I62EVALUACIÓN DE RESULTADOS Documentación del seguimiento y la evaluación,,Número
60,I63EVALUACIÓN DE RESULTADOS Enfoque en la satisfacción ciudadana,,Número
60,I64EVALUACIÓN DE RESULTADOS Mejoramiento continuo,,Número
60,I65GESTIÓN DOCUMENTAL Calidad del Componente estratégico,,Número
60,I66GESTIÓN DOCUMENTAL Calidad del Componente administración de archivos,,Número
60,I67GESTIÓN DOCUMENTAL Calidad del Componente documental,,Número
60,I68GESTIÓN DOCUMENTAL Calidad del Componente tecnológico,,Número
60,I69GESTIÓN DOCUMENTAL Calidad del Componente cultural,,Número
60,I87 GESTIÓN DEL CONOCIMIENTO Planeación de la gestión del conocimiento y la innovación,,Número
60,I88 GESTIÓN DEL CONOCIMIENTO Generación y producción del conocimiento,,Número
60,I89 GESTIÓN DEL CONOCIMIENTO Generación de herramientas de uso y apropiación del conocimiento,,Número
60,I90 GESTIÓN DEL CONOCIMIENTOGeneración de una cultura de propicia para la gestión del conocimiento y la innovación,,Número
60,I91 GESTIÓN DEL CONOCIMIENTOAnalítica institucional para la toma de decisiones,,Número
60,I70CONTROL INTERNO Ambiente propicio para el ejercicio del control,,Número
60,I71CONTROL INTERNO Evaluación estratégica del riesgo,,Número
60,I72CONTROL INTERNO Actividades de control efectivas,,Número
60,I73CONTROL INTERNO Información y comunicación relevante y oportuna para el control,,Número
60,I74CONTROL INTERNO Actividades de monitoreo sistemáticas y orientadas a la mejora,,Número
60,I75CONTROL INTERNO Evaluación independiente al sistema de control interno,,Número
60,I77CONTROL INTERNO Línea Estratégica,,Número
60,I78CONTROL INTERNO Primera Línea de Defensa,,Número
60,I79CONTROL INTERNO Segunda Línea de Defensa,,Número
60,I80CONTROL INTERNO Tercera Línea de Defensa,,Número
60,"I93 MEJORA NORMATIVA Planeación, Diseño y Consulta Pública",,Número
60,"I94 MEJORA NORMATIVA Norma Final, Seguimiento y Evaluación",,Número
60,I95 GESTIÓN DE LA INFORMACIÓN ESTADÍSTICA Planeación estadística,,Número
60,I96 GESTIÓN DE LA INFORMACIÓN ESTADÍSTICA Fortalecimiento de los registros administrativos,,Número
60,I97 GESTIÓN DE LA INFORMACIÓN ESTADÍSTICA Calidad estadística,,Número
61,NUMERO DE CONTRATO,,Texto simple
61,NOMBRE O RAZON SOCIAL,,Texto simple
61,SEXO,,Texto simple
61,NIVEL EDUCATIVO,,Texto simple
61,NUMERO DE CONTRATO-SECOP II,,Texto simple
61,FECHA SUSCRIPCION,,Fecha y hora
61,CDP,,Número
61,OBJETO,,Texto simple
61,MODALIDAD DE SELECCIÓN,,Texto simple
61,CLASE DE CONTRATO,,Texto simple
61,FUNCION,,Texto simple
61,FECHA INICIAL-AÑO-MES-DIA,,Fecha y hora
61,FECHA FINAL-AÑO-MES-DIA,,Fecha y hora
61,MESES,,Número
61,VALOR PRIMER($) PAGO,,Número
61,ADICION($),,Número
61,PRORROGA(TIEMPO),,Texto simple
61,REDUCCION VALOR-SALDO A LIBERAR,,Texto simple
61,ESTADO DEL CONTRATO,,Texto simple
61,VALOR TOTAL DEL CONTRATO,,Número
61,TIPO RUBRO,,Texto simple
61,TIPO DE GARANTIA,,Texto simple
61,TIPO SEGUIMIENTO SUPERVISOR,,Texto simple
61,DEPENDENCIA,,Texto simple
61,EMPRESA EXPIDE POLIZA,,Texto simple
61,TIPO DE CUBRIMIENTO,,Texto simple
62,Cód. Entidad,,Número
62,Nombre Entidad,,Texto simple
62,Tipo documento,,Texto simple
62,No. de Documento,,Número
62,Contratista,,Texto simple
62,No. de Contrato,,Texto simple
62,Objeto del contrato,,Texto simple
62,Fecha de Firma,,Fecha y hora
62,Fecha de Inicio,,Fecha y hora
62,Fecha de Fin,,Fecha y hora
63,CONTRATISTA,Nombre de contratista,Texto simple
63,OBJETO,Objeto de Contratacion,Texto simple
63,CORREO,Dirección de correo electrónico de contacto,Texto simple
64,No,,Número
64,NOMBRE CONTRATISTA,,Texto simple
64,OBJETO DEL CONTRATO,,Texto simple
64,DEPENDENCIA,,Texto simple
64,CORREO,,Texto simple
